Country_of_Origin,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,farm_altitude_mean_meters,Total_Cup_Points
Ethiopia,2009,7.75,8.08,8,8.25,8,8,10,10,10,7.92,0.01,1750,86
Kenya,2013,7.92,8.17,7.83,8.5,7.5,7.92,10,10,10,8.17,0.11,1860,86
Uganda,2012,8.25,8,7.83,8.08,8,7.92,10,10,10,7.92,0.1,1650,86
United States (Hawaii),2009,8.33,8.17,7.75,8,7.75,7.83,10,10,10,8.17,0,1,86
Brazil,2011,8.33,8,8,8,7.75,8,10,10,10,8,0.11,1250,86.08
Kenya,2014,8.08,8.08,8,8,7.83,8.08,10,10,10,8,0.11,1754,86.08
Taiwan,2015,8.08,8.17,7.75,8.08,7.75,7.83,10,10,10,8.42,0.12,1000,86.08
Brazil,2010,8.17,7.92,7.92,7.75,8.33,8,10,10,10,8.08,0.08,418.06368,86.17
Brazil,2010,8.42,7.92,8,7.75,7.92,8,10,10,10,8.17,0.01,421.7798016,86.17
Thailand,2012,7.83,8.33,7.83,8.25,7.58,7.92,10,10,10,8.42,0.1,1300,86.17
United States,2014,7.67,8.17,8,8,8.17,8.08,10,10,10,8.08,0,1941,86.17
Ethiopia,2014,8,8.08,7.92,8,8.08,8.08,10,10,10,8.08,0.1,1775,86.25
Kenya,2013,8.08,8,8,8.25,7.92,7.92,10,10,10,8.08,0.12,1800,86.25
Costa Rica,2015,8.17,7.83,8,8.08,7.83,8,10,10,10,8.42,0,1300,86.33
Brazil,2011,8.5,8.17,8,7.75,8,8,10,10,10,8,0.12,1300,86.42
Taiwan,2015,8,8,8,8.25,8,8.17,10,10,10,8.17,0,1200,86.58
Honduras,2016,8.17,8.08,8.08,8,8.08,8,10,10,10,8.25,0.1,1400,86.67
Uganda,2013,8.42,8.17,8.17,8.17,7.83,7.92,10,10,10,8.17,0.12,1950,86.83
Brazil,2011,8.5,8.5,8,8,8,8,10,10,10,7.92,0.12,1250,86.92
United States,2014,8.25,8.33,8.17,8.17,7.83,8.17,10,10,10,8.17,0,2112,87.08
Costa Rica,2014,8.08,8.25,8,8.17,8,8.33,10,10,10,8.33,0.11,1300,87.17
Mexico,2012,8.17,8.25,8.17,8,7.83,8.17,10,10,10,8.58,0.13,1320,87.17
China,2015,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,0.1,1450,87.25
Ethiopia,2014,8.17,8.17,8,8.17,8.08,8.33,10,10,10,8.33,0,1850,87.25
United States,2014,8,8.25,8.08,8.5,8.25,8,10,10,10,8.17,0,2019,87.25
United States,2014,8,8.5,8.58,8.17,8.17,8,10,10,10,8.17,0,2080,87.58
Ethiopia,2010,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10,9.33,8.5,0.05,1635,87.83
United States,2014,8.25,8.42,8.17,8.33,8.08,8.17,10,10,10,8.5,0,1872,87.92
United States,2014,8.08,8.67,8.33,8.42,8,8.08,10,10,10,8.33,0,1943,87.92
United States (Hawaii),2009,8.33,8.42,8.08,8.25,8.25,8,10,10,10,8.58,0,1,87.92
Ethiopia,2014,8.17,8.67,8.25,8.5,7.75,8.17,10,10,10,8.58,0.1,1905,88.08
Ethiopia,2014,8.08,8.58,8.5,8.5,7.67,8.42,10,10,10,8.5,0.1,1822.5,88.25
Ethiopia,2010,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10,9.33,8.67,0.03,1635,88.42
Ethiopia,2010,8.25,8.33,8.5,8.42,8.33,8.5,10,10,9.33,9,0.03,1635,88.67
Ethiopia,2014,8.25,8.5,8.25,8.5,8.42,8.33,10,10,10,8.58,0.12,2075,88.83
Ethiopia,2014,8.17,8.58,8.42,8.42,8.5,8.25,10,10,10,8.67,0.11,2000,89
Ethiopia,2014,8.75,8.67,8.5,8.58,8.42,8.42,10,10,10,8.58,0.12,2075,89.92
Ethiopia,2014,8.67,8.83,8.67,8.75,8.5,8.42,10,10,10,8.75,0.12,2075,90.58
